Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Shot,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Ball,Composure,Interceptions,Heading,Def,Standing,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,ID,Gender,GK
Benson Manuel,Belgium,Burnley,Premier League,RM,26,166,70,74,87,70,69,79,35,63,90,84,66,67,71,62,59,57,71,70,66,75,87,84,65,76,72,39,48,29,34,35,72,73,65,41,High,Medium,Left,4,4,222724,M,
Neal Maupay,France,Brentford,Premier League,ST,27,173,69,74,69,76,67,66,41,72,76,63,77,76,74,59,74,78,69,61,55,63,76,81,78,75,70,26,73,30,55,33,81,74,67,80,High,Medium,Right,3,3,211784,M,
Jakub Moder,Poland,Brighton,Premier League,CM,24,188,78,74,64,70,74,72,69,72,62,66,71,66,77,73,53,67,74,70,71,70,65,61,74,75,74,69,60,68,73,65,71,70,74,70,Medium,Medium,Right,5,3,239778,M,
Marvelous Nakamba,Zimbabwe,Luton Town,Premier League,CDM,29,178,71,74,59,49,62,70,74,75,69,51,55,36,74,71,41,38,62,46,37,45,76,78,70,69,67,74,55,77,78,74,71,73,74,81,Low,High,Left,2,3,222994,M,
Reiss Nelson,England,Arsenal,Premier League,RW,24,175,71,74,86,66,69,79,36,55,86,86,69,69,72,61,59,60,71,69,67,66,82,80,67,78,60,42,39,31,37,37,60,70,53,42,High,Medium,Right,3,4,231448,M,
Oliver Norwood,Northern Ireland,Sheffield Utd,Premier League,CDM,32,175,69,74,48,66,77,62,68,63,49,47,60,59,76,78,69,72,76,76,75,81,65,67,75,73,73,76,56,67,68,69,57,76,56,68,Medium,Medium,Right,3,2,186143,M,
Đorđe Petrović,Serbia,Chelsea,Premier League,GK,24,194,88,74,73,73,70,11,31,71,32,29,4,9,28,30,8,12,48,13,13,10,38,29,78,17,23,9,19,6,13,13,68,25,79,19,Medium,Medium,Right,2,1,269626,M,75
Chris Richards,United States,Crystal Palace,Premier League,CB,23,188,87,74,71,27,58,47,74,71,62,78,38,23,71,65,26,37,51,49,24,35,61,58,68,62,61,72,77,71,78,76,82,63,76,66,Medium,Medium,Right,4,2,250954,M,
Jaïro Riedewald,Holland,Crystal Palace,Premier League,CDM,27,182,79,74,58,56,74,66,73,68,54,62,53,51,77,75,45,42,73,70,72,71,60,63,70,76,70,75,69,73,75,71,71,50,74,73,Medium,Medium,Left,2,3,221269,M,
Albert Sambi Lokonga,Belgium,Luton Town,Premier League,CDM,24,183,73,74,66,58,74,77,68,68,62,69,65,53,78,76,58,41,74,68,68,71,73,65,72,80,79,74,61,64,71,68,67,76,63,72,Medium,Medium,Right,3,3,241928,M,
Malang Sarr,France,Chelsea,Premier League,CB,24,183,75,74,66,52,69,62,75,74,64,68,59,53,75,68,37,44,63,68,59,60,67,70,73,66,75,74,73,75,76,75,81,68,79,68,Medium,Medium,Left,2,2,235454,M,
Adam Smith,England,AFC Bournemouth,Premier League,RB,32,180,78,74,64,60,70,68,73,71,65,64,65,52,74,64,43,55,68,69,66,67,66,69,73,74,71,69,66,74,75,74,71,75,69,73,Medium,Medium,Right,3,3,190885,M,
Thomas Strakosha,Albania,Brentford,Premier League,GK,28,193,78,74,74,73,72,14,43,71,41,46,18,18,26,22,11,21,49,18,12,14,45,47,76,15,61,24,11,20,18,12,62,23,66,20,Medium,Medium,Right,2,1,212151,M,75
Joel Ward,England,Crystal Palace,Premier League,RB,34,188,83,74,51,52,68,64,77,70,50,52,64,46,72,69,33,40,66,74,34,50,61,53,76,69,72,78,74,78,76,77,73,64,71,74,Medium,High,Right,3,3,186392,M,
Joe Worrall,England,Nott'm Forest,Premier League,CB,26,190,90,74,50,25,51,35,75,76,48,52,27,20,68,68,30,35,30,39,29,27,43,46,68,54,63,73,76,76,75,76,80,65,82,72,Medium,High,Right,2,2,230708,M,
Anass Zaroury,Morocco,Burnley,Premier League,LM,23,178,68,74,84,68,68,76,27,61,86,82,69,69,69,65,61,50,70,71,52,69,84,87,69,75,71,28,52,18,27,22,69,74,57,52,High,Medium,Right,5,4,260843,M,
Max Aarons,England,AFC Bournemouth,Premier League,RB,23,171,69,73,81,42,62,70,69,74,84,79,69,41,67,58,41,27,66,65,32,50,84,79,70,72,75,70,53,73,71,69,74,84,70,71,High,Medium,Right,3,3,240060,M,
Simon Adingra,Côte d'Ivoire,Brighton,Premier League,LM,21,175,65,73,85,69,66,78,29,51,88,83,68,71,66,61,68,58,73,66,53,63,86,83,66,74,78,25,32,27,31,31,54,67,45,47,High,Medium,Right,3,3,260779,M,
Ola Aina,Nigeria,Nott'm Forest,Premier League,LB,27,184,82,73,81,60,66,75,67,74,86,76,62,54,70,67,52,49,63,71,42,60,73,77,65,72,66,70,65,62,71,68,84,76,75,68,Medium,Medium,Right,4,3,224656,M,
Cédric,Portugal,Arsenal,Premier League,RB,32,172,67,73,65,61,70,75,73,62,72,59,69,54,76,69,50,60,62,72,64,66,69,76,73,76,69,74,65,70,77,74,69,61,56,75,High,Medium,Right,4,3,201118,M,
Cameron Archer,England,Sheffield Utd,Premier League,ST,22,176,72,73,78,71,58,74,25,68,77,78,74,74,70,46,66,58,64,44,47,56,76,83,73,72,71,22,65,22,18,21,79,63,72,59,Medium,Medium,Right,4,3,258930,M,
Chris Basham,England,Sheffield Utd,Premier League,CB,35,190,80,73,52,43,60,63,73,74,51,52,50,37,65,62,52,31,57,63,30,48,55,54,72,64,62,73,73,72,74,73,68,64,77,82,High,Medium,Right,2,2,184274,M,
Daniel Bentley,England,Wolves,Premier League,GK,30,188,72,73,74,67,69,17,46,73,48,43,12,11,43,26,13,22,50,18,12,12,51,41,72,30,55,22,11,30,11,13,65,31,67,24,Medium,Medium,Right,3,1,198350,M,74
Jayden Bogle,England,Sheffield Utd,Premier League,RWB,23,178,69,73,81,55,67,73,68,68,81,81,74,55,70,65,34,44,66,72,38,60,76,73,66,72,71,69,55,67,72,69,73,72,65,67,High,Medium,Right,3,3,244591,M,
Jack Cork,England,Burnley,Premier League,CDM,34,184,75,73,40,60,69,65,72,75,49,33,63,54,76,70,53,60,58,65,64,74,59,63,72,73,78,73,70,73,72,68,70,77,75,74,Medium,High,Right,4,3,169706,M,
Josh Dasilva,England,Brentford,Premier League,CM,25,184,75,73,75,71,72,75,64,74,74,75,69,68,76,75,57,55,73,68,52,71,65,72,74,75,75,62,50,69,66,65,71,72,75,74,Medium,Medium,Left,3,3,231445,M,
Paul Dummett,Wales,Newcastle Utd,Premier League,CB,32,183,82,73,54,40,63,65,75,67,56,53,56,41,70,68,33,43,52,63,52,54,55,70,72,70,64,75,71,75,75,77,73,55,70,72,Medium,Medium,Left,2,2,204355,M,
Hjalmar Ekdal,Sweden,Burnley,Premier League,CB,25,188,76,73,64,33,52,59,73,75,62,66,37,30,67,63,36,28,55,29,26,28,70,55,70,64,72,72,72,73,73,71,80,66,80,74,High,Medium,Right,2,2,252316,M,
Anthony Elanga,Sweden,Nott'm Forest,Premier League,RW,21,178,75,73,87,66,64,73,38,58,90,85,72,70,68,45,62,56,65,67,61,70,83,75,72,72,67,31,67,35,38,33,75,74,54,42,High,High,Right,3,3,257470,M,
Evan Ferguson,Republic of Ireland,Brighton,Premier League,ST,19,188,75,73,72,72,58,70,21,70,70,74,77,78,73,48,47,67,64,40,52,45,66,66,65,72,69,13,71,20,13,14,80,66,75,61,Medium,Medium,Right,3,3,259608,M,
Ryan Fredericks,England,AFC Bournemouth,Premier League,RB,31,181,74,73,90,49,64,71,68,67,88,92,66,44,69,60,50,61,60,70,41,64,70,73,71,69,64,68,55,70,68,71,76,64,65,73,High,Medium,Right,3,3,205346,M,
Jóhann Berg Guðmundsson,Iceland,Burnley,Premier League,CAM,33,179,77,73,65,71,75,72,61,67,69,61,71,68,76,73,73,70,76,72,74,76,68,76,72,75,76,62,62,60,63,55,71,67,67,66,Medium,High,Left,4,4,191076,M,
Wayne Hennessey,Wales,Nott'm Forest,Premier League,GK,36,198,90,73,73,74,75,8,40,74,40,41,14,12,29,41,10,17,58,11,11,12,48,51,66,23,55,22,14,13,18,13,63,29,68,21,Medium,Medium,Right,3,1,170084,M,70
João Pedro,Brazil,Brighton,Premier League,ST,22,182,70,73,77,70,62,79,25,60,79,76,74,74,68,59,65,69,65,56,46,64,80,62,72,74,72,14,72,17,25,24,80,73,64,29,High,Medium,Right,4,3,252042,M,
Issa Kaboré,Burkina Faso,Luton Town,Premier League,RWB,22,180,72,73,87,39,63,70,65,74,87,87,63,36,69,60,22,24,63,68,29,52,79,72,74,71,70,65,59,64,67,72,80,73,73,76,High,Medium,Right,3,2,253052,M,
Thomas Kaminski,Belgium,Luton Town,Premier League,GK,31,190,78,73,72,75,69,11,46,67,47,45,18,14,40,46,17,24,53,18,17,11,59,42,69,16,47,17,10,17,11,17,63,31,62,29,Medium,Medium,Right,3,1,188400,M,74
Caoimhin Kelleher,Republic of Ireland,Liverpool,Premier League,GK,25,188,74,73,72,71,74,18,43,70,45,39,4,6,38,40,9,30,42,13,11,12,44,48,69,22,63,12,13,18,10,14,62,19,60,21,Medium,Medium,Right,3,1,240913,M,76
Lloyd Kelly,England,AFC Bournemouth,Premier League,CB,25,190,76,73,70,40,62,67,73,75,64,75,58,34,67,65,35,45,59,64,42,44,62,60,70,71,69,71,71,73,76,74,80,68,78,73,Medium,Medium,Left,3,3,231512,M,
Emil Krafth,Sweden,Newcastle Utd,Premier League,RB,29,184,83,73,61,58,68,69,75,67,60,62,53,56,72,73,46,54,60,70,54,72,62,64,74,73,72,73,69,77,76,74,73,55,72,69,Medium,Medium,Right,3,3,207650,M,
Tim Krul,Holland,Luton Town,Premier League,GK,35,188,74,73,73,72,71,13,37,71,40,33,8,11,31,42,16,20,50,13,15,13,44,42,62,25,50,15,19,14,17,14,63,36,63,36,Medium,Medium,Left,2,1,170597,M,76
Jacob Bruun Larsen,Denmark,Burnley,Premier League,ST,25,183,77,73,83,72,69,73,55,66,84,83,73,72,72,67,68,62,66,67,70,73,76,75,72,74,66,59,58,56,54,44,76,60,68,68,Medium,Medium,Right,4,3,227503,M,
Romeo Lavia,Belgium,Chelsea,Premier League,CDM,19,181,75,73,70,42,66,76,72,74,72,69,40,36,78,65,36,51,65,50,50,60,73,76,69,75,75,72,62,74,73,71,77,75,75,71,Medium,High,Right,3,3,263620,M,
Rico Lewis,England,Manchester City,Premier League,RB,19,175,70,73,74,43,67,70,70,59,73,75,55,44,76,65,30,50,62,66,42,54,73,75,74,74,68,68,58,71,73,70,64,69,51,66,High,Medium,Right,3,3,271574,M,
Scott McKenna,Scotland,Nott'm Forest,Premier League,CB,27,189,80,73,51,32,46,45,72,80,51,51,16,22,58,57,26,36,31,41,31,28,42,56,69,58,60,70,74,73,73,68,80,65,86,86,Medium,High,Left,3,2,225974,M,
Kieffer Moore,Wales,AFC Bournemouth,Premier League,ST,31,196,83,73,65,70,56,68,46,80,52,76,73,73,58,55,68,67,54,58,45,62,52,48,71,71,68,42,84,39,44,39,88,66,89,73,Medium,Medium,Right,3,3,216627,M,
Frank Onyeka,Nigeria,Brentford,Premier League,CDM,25,183,70,73,79,57,64,68,71,76,71,85,67,60,70,68,53,48,68,55,42,56,79,71,71,70,70,76,63,72,72,65,76,76,74,79,High,High,Right,3,3,239529,M,
Tim Ream,United States,Fulham,Premier League,CB,36,185,80,73,52,44,69,67,76,70,51,52,41,41,74,70,52,50,71,62,53,66,64,63,66,71,81,78,72,79,75,72,73,67,73,67,Medium,Medium,Left,3,2,198261,M,
Jay Rodriguez,England,Burnley,Premier League,ST,34,185,84,73,63,76,68,72,42,66,63,63,75,75,70,67,75,77,70,68,54,70,68,64,74,73,76,44,75,48,30,21,78,65,73,49,High,Medium,Right,4,3,169792,M,
Fábio Silva,Portugal,Wolves,Premier League,ST,21,185,75,73,74,73,58,74,31,72,73,75,73,76,65,51,72,73,66,45,46,52,72,65,74,76,72,18,66,32,28,26,78,70,74,67,Medium,Medium,Right,3,4,252037,M,
Charlie Taylor,England,Burnley,Premier League,CB,30,185,70,73,68,52,68,70,73,77,67,68,59,46,69,66,43,45,65,71,61,68,67,66,72,70,71,73,71,73,73,73,81,76,77,78,Medium,High,Left,2,3,204760,M,
Luke Thomas,England,Sheffield Utd,Premier League,LB,22,177,68,73,75,42,64,70,71,69,77,73,69,39,66,64,47,40,62,65,49,60,69,71,72,68,67,74,61,71,72,69,74,75,65,70,High,High,Left,2,2,254470,M,
Auston Trusty,United States,Sheffield Utd,Premier League,CB,25,191,85,73,79,47,56,61,71,82,77,81,47,42,65,63,39,52,48,54,29,48,57,53,72,63,68,70,71,72,71,68,89,78,84,78,High,High,Left,3,2,235755,M,
Lesley Ugochukwu,France,Chelsea,Premier League,CM,19,191,88,73,66,59,69,73,72,76,68,64,64,55,77,75,47,52,69,59,41,63,65,69,74,75,73,74,71,69,74,72,81,76,78,70,Medium,Medium,Right,3,3,257084,M,
Neco Williams,Wales,Nott'm Forest,Premier League,RB,22,183,72,73,74,46,67,73,69,63,74,74,52,43,72,68,36,45,58,74,55,58,73,73,70,72,67,71,52,69,74,68,64,72,57,66,High,High,Right,3,2,243057,M,
Illia Zabarnyi,Ukraine,AFC Bournemouth,Premier League,CB,21,186,81,73,63,36,56,52,74,70,56,68,35,33,72,67,29,40,32,56,38,34,66,60,73,59,69,74,74,75,75,72,76,61,75,66,Medium,Medium,Right,2,2,258781,M,
Elijah Adebayo,England,Luton Town,Premier League,ST,25,193,89,72,74,71,50,69,45,80,67,80,74,73,55,42,63,65,55,43,46,54,67,59,71,71,64,42,72,42,43,34,84,77,85,71,High,High,Right,3,3,229375,M,
Ameen Al Dakhil,Belgium,Burnley,Premier League,CB,21,187,70,72,72,27,51,59,72,73,69,75,15,22,68,66,25,32,47,27,16,29,58,60,69,65,70,71,72,72,73,71,80,68,75,74,Medium,High,Right,3,2,263573,M,
Elliot Anderson,Scotland,Newcastle Utd,Premier League,CM,21,179,70,72,73,65,70,77,63,73,77,70,68,66,76,68,59,60,77,62,49,65,80,83,70,76,76,63,70,59,66,58,81,70,73,75,High,Medium,Right,4,3,254243,M,
Stefan Bajcetic,Spain,Liverpool,Premier League,CDM,19,185,70,72,69,52,66,73,69,65,70,68,52,50,74,71,50,48,66,55,49,59,64,62,68,75,77,71,54,68,71,72,62,75,58,70,Medium,High,Right,3,3,271975,M,
Fodé Ballo-Touré,Senegal,Fulham,Premier League,LB,26,182,70,72,83,51,67,73,67,71,86,81,64,49,72,64,39,53,64,70,49,68,70,69,65,72,63,65,58,66,71,66,78,71,70,74,High,Medium,Left,2,3,236723,M,
Jarrad Branthwaite,England,Everton,Premier League,CB,21,195,74,72,70,34,48,49,72,71,65,74,26,30,70,56,32,33,29,34,24,26,44,51,67,64,68,70,74,71,75,72,79,70,72,69,Medium,High,Left,5,2,247649,M,
Hugo Bueno,Spain,Wolves,Premier League,LB,21,180,73,72,77,53,71,78,65,65,77,77,66,53,69,66,49,52,71,77,68,75,76,71,70,78,74,67,47,66,68,66,66,73,63,62,High,Medium,Left,3,3,261224,M,
Youssef Chermiti,Portugal,Everton,Premier League,ST,19,192,81,72,70,69,55,68,33,72,71,70,73,73,68,57,65,64,49,39,40,52,65,47,73,70,68,33,74,29,25,25,79,60,81,61,High,Medium,Right,3,2,270866,M,
Hannes Delcroix,Belgium,Burnley,Premier League,CB,24,183,78,72,70,33,61,55,72,70,64,74,36,31,73,68,28,33,51,58,27,38,65,67,69,67,69,73,70,69,75,71,75,64,73,69,Medium,Medium,Left,2,2,237440,M,
Alfie Doughty,England,Luton Town,Premier League,LWB,23,183,68,72,83,49,65,73,63,65,84,82,66,50,68,60,31,40,65,73,31,60,64,47,68,68,62,63,52,63,66,63,71,77,63,51,High,Medium,Left,3,2,252483,M,
James Garner,England,Everton,Premier League,CDM,22,182,80,72,66,63,72,64,68,70,67,66,57,59,75,77,50,64,69,69,68,70,71,57,67,73,72,68,55,69,70,67,67,74,67,72,High,High,Right,3,3,243657,M,
Billy Gilmour,Scotland,Brighton,Premier League,CDM,22,170,66,72,60,55,70,72,67,55,69,53,58,53,77,74,59,69,74,60,54,58,75,77,75,74,69,70,50,66,73,64,52,67,44,68,Medium,Medium,Right,3,3,245992,M,
Kortney Hause,England,Aston Villa,Premier League,CB,28,191,77,72,59,44,58,54,71,74,53,64,32,35,66,63,31,40,56,58,26,36,53,53,67,63,60,71,69,72,70,70,77,47,86,78,Low,Medium,Left,2,2,210635,M,
Tom Heaton,England,Manchester Utd,Premier League,GK,37,188,85,72,71,71,70,17,47,74,48,45,12,12,32,37,12,24,46,17,13,15,54,50,63,28,58,24,16,16,15,13,66,38,66,31,Medium,Medium,Right,3,1,163264,M,73
Ethan Horvath,United States,Nott'm Forest,Premier League,GK,28,193,83,72,78,66,63,16,48,64,48,49,11,17,31,43,14,11,50,11,17,16,54,32,72,22,31,10,13,14,9,8,64,30,64,27,Medium,Medium,Right,3,1,219736,M,76
Loris Karius,Germany,Newcastle Utd,Premier League,GK,30,189,87,72,75,66,72,16,55,70,55,54,8,18,38,41,14,19,50,14,14,12,51,43,69,23,60,13,14,9,11,13,72,36,75,21,Medium,Medium,Right,3,1,203775,M,75
Keane Lewis-Potter,England,Brentford,Premier League,LW,22,170,67,72,77,67,64,76,36,62,81,73,71,68,64,54,57,58,69,68,61,64,84,82,67,73,64,34,64,36,30,32,73,71,55,65,High,Medium,Right,4,3,243606,M,
Max Lowe,England,Sheffield Utd,Premier League,LWB,26,175,74,72,80,46,63,74,69,67,78,81,66,41,67,66,41,50,62,64,38,42,74,69,69,73,63,68,66,66,74,69,76,69,66,63,Medium,Medium,Left,3,3,212100,M,
Manquillo,Spain,Newcastle Utd,Premier League,RB,29,178,76,72,63,45,63,72,73,61,64,62,67,32,71,62,37,46,41,74,46,72,66,67,69,74,64,74,63,73,75,74,67,55,61,68,Medium,Medium,Right,3,3,210972,M,
Oli McBurnie,Scotland,Sheffield Utd,Premier League,ST,27,191,77,72,54,71,58,68,33,78,54,54,75,73,69,55,72,65,66,40,36,42,55,54,71,73,71,28,75,32,29,20,80,70,81,80,Medium,Medium,Right,3,3,220031,M,
Carlton Morris,England,Luton Town,Premier League,ST,28,185,85,72,75,71,55,67,32,75,74,76,74,73,60,45,60,64,65,48,48,44,66,60,70,69,68,39,71,24,25,28,87,69,82,63,High,Medium,Right,4,3,213152,M,
Dara O'Shea,Republic of Ireland,Burnley,Premier League,CB,24,188,74,72,61,33,55,52,73,74,59,63,34,30,67,58,30,45,42,57,28,37,55,61,68,60,63,73,73,72,74,72,78,70,76,72,Medium,Medium,Right,3,2,235405,M,
Dango Ouattara,Burkina Faso,AFC Bournemouth,Premier League,RM,21,177,71,72,83,68,63,78,43,57,85,82,74,72,60,58,49,66,67,69,55,66,72,74,66,74,72,52,70,18,51,44,77,62,57,46,High,Medium,Left,5,4,265552,M,
Nathan Patterson,Scotland,Everton,Premier League,RB,22,183,80,72,77,46,61,70,70,71,74,79,55,41,66,58,41,35,54,63,57,56,72,72,67,69,58,66,62,70,73,72,74,74,68,74,High,Medium,Right,3,2,257896,M,
Ionuț Andrei Radu,Romania,AFC Bournemouth,Premier League,GK,26,188,78,72,76,68,70,15,40,70,42,38,9,18,24,24,16,15,37,13,15,16,43,40,64,17,43,14,16,12,19,15,60,32,58,22,Medium,Medium,Right,2,1,234102,M,76
Darren Randolph,Republic of Ireland,AFC Bournemouth,Premier League,GK,36,188,78,72,74,70,66,14,42,70,41,44,11,14,33,34,16,30,35,11,14,15,50,43,70,33,36,18,16,15,14,14,59,23,57,29,Medium,Medium,Right,3,1,169697,M,73
Matt Ritchie,Scotland,Newcastle Utd,Premier League,LM,34,172,76,72,58,71,74,75,67,62,62,54,73,66,74,72,75,72,73,77,69,78,65,77,71,75,73,70,39,68,73,67,54,52,60,82,High,Medium,Left,4,3,186395,M,
Jack Robinson,England,Sheffield Utd,Premier League,CB,30,180,67,72,69,41,60,55,72,74,70,68,52,40,65,59,32,43,57,58,40,60,72,70,69,64,59,70,66,72,74,74,75,71,72,81,Medium,Medium,Left,3,2,199027,M,
Adrián,Spain,Liverpool,Premier League,GK,36,190,80,72,72,70,67,15,43,69,44,42,12,16,21,32,12,44,32,12,17,12,53,48,71,23,57,25,15,18,19,14,63,38,63,38,Medium,Medium,Right,2,1,194911,M,73
Pape Matar Sarr,Senegal,Spurs,Premier League,CM,21,184,70,72,67,63,68,74,67,66,69,66,68,62,78,72,54,50,66,58,49,54,64,70,71,75,70,65,58,67,73,66,67,69,64,68,Medium,Medium,Right,3,2,259868,M,
Kevin Schade,Germany,Brentford,Premier League,RW,22,185,74,72,94,64,59,74,29,64,93,94,69,68,66,41,60,57,61,68,35,44,78,78,65,70,60,23,69,20,30,23,82,58,64,68,High,Medium,Right,3,3,260926,M,
Alex Scott,England,AFC Bournemouth,Premier League,CM,20,178,68,72,74,62,71,75,63,68,75,74,69,63,74,71,53,52,72,68,66,67,84,85,71,74,72,66,51,64,66,61,67,78,65,62,High,Medium,Right,3,3,261299,M,
James Tomkins,England,Crystal Palace,Premier League,CB,34,192,74,72,33,32,56,44,74,65,34,32,38,29,68,60,28,43,54,45,31,33,30,34,71,57,70,72,74,74,74,73,71,32,77,77,Low,Medium,Right,3,2,173546,M,
Mads Juel Andersen,Denmark,Luton Town,Premier League,CB,25,194,82,71,47,34,45,43,70,82,52,42,30,32,61,56,33,37,25,35,28,34,43,43,69,58,62,71,69,70,70,69,77,72,88,80,Medium,Medium,Right,4,2,228419,M,
George Baldock,Greece,Sheffield Utd,Premier League,RWB,30,175,67,71,75,47,63,68,66,72,78,73,58,50,67,58,33,45,60,69,37,54,75,73,67,68,64,64,55,66,69,68,73,80,67,74,High,Medium,Right,3,3,200855,M,
Amari'i Bell,Jamaica,Luton Town,Premier League,LWB,29,180,76,71,77,50,60,68,69,71,77,77,56,47,65,58,45,51,55,66,45,42,63,71,65,66,60,69,68,69,70,68,78,79,70,61,High,Medium,Left,3,3,207804,M,
Tahith Chong,Holland,Luton Town,Premier League,RM,24,185,75,71,81,63,67,73,50,63,79,83,67,63,68,64,59,51,68,68,62,68,74,58,64,71,69,42,53,48,57,45,67,69,59,65,High,High,Left,3,4,233510,M,
Jordan Clark,England,Luton Town,Premier League,CM,30,176,73,71,71,63,71,71,64,66,72,70,70,65,74,71,58,42,73,70,56,64,86,73,71,72,72,65,69,62,65,61,75,74,66,56,High,Medium,Right,4,3,202464,M,
Vitinho,Brazil,Burnley,Premier League,RB,24,175,73,71,83,45,64,74,65,67,86,80,62,33,69,59,29,38,65,67,41,59,84,81,66,70,66,61,55,64,70,69,74,74,62,68,High,Medium,Right,4,3,244661,M,
John Fleck,Scotland,Sheffield Utd,Premier League,CM,32,170,72,71,62,69,73,70,66,71,64,60,65,65,73,71,79,60,71,74,70,78,79,84,70,73,74,69,44,71,67,68,57,83,64,79,Medium,High,Left,2,3,189177,M,
Chris Mepham,Wales,AFC Bournemouth,Premier League,CB,26,190,75,71,56,37,55,58,72,72,51,60,39,32,66,63,33,44,53,38,35,41,51,61,68,64,67,71,70,70,74,72,73,62,77,73,Low,Medium,Right,3,2,233201,M,
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,Premier League,CM,29,175,74,71,79,63,66,73,69,82,80,78,68,60,73,68,52,44,67,65,41,43,72,82,70,71,73,71,70,65,71,68,87,88,84,68,Medium,High,Right,3,3,207956,M,
Ben Osborn,England,Sheffield Utd,Premier League,LWB,29,176,75,71,71,65,70,70,64,61,73,69,66,61,70,68,68,42,72,70,70,71,80,83,66,71,67,64,48,65,67,66,61,84,56,47,High,Medium,Left,3,3,210985,M,
Facundo Pellistri,Uruguay,Manchester Utd,Premier League,RW,21,175,65,71,81,64,65,75,32,63,84,79,70,63,67,58,56,66,64,68,62,65,84,90,69,71,70,31,50,35,27,24,70,68,60,62,High,Medium,Right,3,3,253283,M,
Jesurun Rak-Sakyi,England,Crystal Palace,Premier League,RW,21,178,73,71,84,66,63,74,24,53,82,85,66,68,63,53,62,61,67,64,58,69,82,84,64,75,74,21,42,22,22,21,56,73,49,35,High,Medium,Left,4,3,264035,M,
Mads Roerslev,Denmark,Brentford,Premier League,RWB,24,184,67,71,69,45,65,66,65,69,68,70,60,44,66,66,37,35,66,74,35,53,69,68,68,68,67,65,45,70,67,63,62,76,68,64,Medium,Medium,Right,3,3,238157,M,
Joe Rothwell,England,AFC Bournemouth,Premier League,CM,28,183,77,71,77,66,70,78,61,66,73,80,68,62,72,71,59,56,72,67,64,65,73,70,72,73,65,64,59,54,65,62,70,76,64,59,High,Medium,Right,4,3,213693,M,
Jason Steele,England,Brighton,Premier League,GK,33,188,79,71,70,69,75,12,39,72,41,36,8,15,53,45,12,24,40,11,15,19,36,44,65,36,70,11,28,10,18,14,62,29,55,39,Medium,Medium,Right,3,1,188836,M,71
Harry Toffolo,England,Nott'm Forest,Premier League,LB,28,183,71,71,73,52,63,64,66,70,71,74,54,51,66,58,38,53,54,72,58,62,69,68,69,64,58,67,61,66,68,66,73,81,69,58,High,Medium,Left,2,3,206086,M,
James Trafford,England,Burnley,Premier League,GK,21,192,90,71,70,69,69,10,27,70,33,17,7,8,53,47,9,16,48,12,12,14,27,27,64,12,26,7,10,5,13,13,55,17,58,28,Medium,Medium,Right,2,1,263063,M,73
Jan Paul van Hecke,Holland,Brighton,Premier League,CB,23,185,78,71,57,45,56,60,72,72,56,57,34,33,69,67,28,56,45,32,64,54,54,53,65,65,63,72,70,73,72,71,74,61,76,74,Medium,Medium,Right,3,2,258908,M,
Naouirou Ahamada,France,Crystal Palace,Premier League,CM,21,183,73,70,66,61,65,77,61,62,70,62,65,59,75,64,48,49,68,57,46,45,70,78,71,75,66,65,56,55,67,58,64,64,58,68,High,Medium,Right,3,2,259205,M,
Shandon Baptiste,Grenada,Brentford,Premier League,CM,25,175,67,70,70,58,67,77,68,69,71,70,69,56,72,66,58,41,71,65,41,51,72,79,70,74,74,70,61,70,68,66,73,66,69,70,Medium,Medium,Right,4,3,240697,M,
Marcus Bettinelli,England,Chelsea,Premier League,GK,31,193,82,70,71,68,72,15,30,71,34,24,6,14,40,48,12,18,40,12,19,12,39,40,60,28,52,15,11,16,18,17,45,22,40,33,Medium,Medium,Right,3,1,204246,M,72
Giulian Biancone,France,Nott'm Forest,Premier League,CB,23,187,79,70,64,45,62,66,69,72,59,68,62,29,67,58,35,48,51,70,44,66,54,51,66,70,66,65,68,68,72,71,75,61,78,70,High,Medium,Right,4,3,246679,M,
Reece Burke,England,Luton Town,Premier League,CB,27,189,81,70,67,36,54,62,71,71,62,71,38,27,65,63,30,40,45,50,23,32,62,48,68,60,63,70,70,70,72,70,74,69,73,67,Medium,Medium,Right,3,2,221456,M,
Adam Davies,Wales,Sheffield Utd,Premier League,GK,31,185,80,70,71,67,66,12,40,70,40,40,8,11,25,13,13,23,40,12,18,16,39,40,68,16,47,15,16,18,16,13,52,29,47,31,Medium,Medium,Right,3,1,200715,M,71
Julio César Enciso,Paraguay,Brighton,Premier League,LM,19,174,64,70,76,70,64,75,32,48,79,73,68,69,70,46,48,63,70,61,64,54,78,79,65,74,68,30,39,28,35,32,49,54,42,56,High,Medium,Right,3,3,255434,M,
Emiliano Marcondes,Denmark,AFC Bournemouth,Premier League,CAM,28,182,75,70,72,68,68,70,42,65,72,72,69,70,68,65,57,69,71,64,73,69,76,69,71,72,65,31,53,39,50,41,67,67,65,62,High,Medium,Right,3,3,210644,M,
